,id,state,state_abbreviation,county,party,candidate,fraction_votes,AGE775214,RHI825214,EDU635213,SEX255214,INC110213,POP060210
167,167,Nebraska,NE,Valley,Democrat,Bernie Sanders,0.386,23.9,96.4,93.9,50.2,40445,7.5
168,168,Nebraska,NE,Washington,Democrat,Bernie Sanders,0.507,16.0,95.2,95.0,50.0,65409,51.9
169,169,Nebraska,NE,Washington,Democrat,Hillary Clinton,0.493,16.0,95.2,95.0,50.0,65409,51.9
170,170,Nebraska,NE,Wayne,Democrat,Hillary Clinton,0.527,14.1,90.4,94.0,49.2,52147,21.7
171,171,Nebraska,NE,Wayne,Democrat,Bernie Sanders,0.473,14.1,90.4,94.0,49.2,52147,21.7
172,172,Nebraska,NE,Webster,Democrat,Hillary Clinton,0.667,23.0,92.1,91.1,51.3,41045,6.6
173,173,Nebraska,NE,Webster,Democrat,Bernie Sanders,0.33299999999999996,23.0,92.1,91.1,51.3,41045,6.6
174,174,Nebraska,NE,Wheeler,Democrat,Hillary Clinton,0.5,21.9,97.9,95.2,49.3,38807,1.4
175,175,Nebraska,NE,Wheeler,Democrat,Bernie Sanders,0.5,21.9,97.9,95.2,49.3,38807,1.4
176,176,Nebraska,NE,York,Democrat,Bernie Sanders,0.67,18.5,91.3,94.2,51.3,49633,23.9
177,177,Nebraska,NE,York,Democrat,Hillary Clinton,0.33,18.5,91.3,94.2,51.3,49633,23.9
